phase,strategy,params,ok,error,sharpe,sortino,win_rate,max_drawdown,total_return,cagr,profit_factor,total_trades,trade_days,elapsed_sec
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1115.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1115.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1116.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1116.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1116.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1116.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1116.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1117.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1117.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1117.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1118.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1118.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1118.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1118.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1119.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1119.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.25, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1119.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1119.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1121.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1121.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1121.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1121.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1122.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1122.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1122.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1123.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1123.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1123.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1123.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1123.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1124.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1124.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1124.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1125.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1125.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1126.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1127.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1127.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1127.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1127.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1128.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1128.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1129.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.25, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1129.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1129.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1129.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1129.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1130.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1130.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1130.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1130.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.35, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1131.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1131.5
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1131.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1132.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1132.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1132.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.45, ""kelly_cap"": 0.35, ""kelly_multiplier"": 0.3, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1134.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1134.8
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.0
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.2
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.0, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1136.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1136.6
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1136.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1136.7
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1136.9
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.5}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1137.3
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 7, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1138.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1138.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1138.1
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.07, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 5, ""prob_threshold"": 0.4, ""stop_lambda"": 2.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1138.4
phase1_sweep_80pct,standard,"{""hard_stop_loss"": 0.15, ""kelly_cap"": 0.15, ""kelly_multiplier"": 0.45, ""max_concurrent_trades"": 10, ""prob_threshold"": 0.4, ""stop_lambda"": 1.0}",True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1138.7
