strategy,params,sharpe,sortino,cumulative_pnl_pct,max_drawdown_pct,win_rate_pct,trades_triggered,profit_factor,status
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.3166,0.0282,0.7535,0.5882,70.59,17,1.5295,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.0915,-0.0044,-0.195,0.5846,62.5,8,0.8475,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.065,-0.0032,-0.1402,0.54,66.67,9,0.8904,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.1891,-0.0085,-0.3662,0.6371,62.5,8,0.6928,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.1667,-0.0075,-0.3238,0.6,66.67,9,0.7284,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.3465,0.0141,0.3779,0.3331,77.78,9,1.8981,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.3199,0.013,0.3481,0.3331,75.0,8,1.8275,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0565,0.0051,0.2163,1.2781,64.29,14,1.0792,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0111,0.001,0.0286,1.2781,58.82,17,1.009,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.0974,-0.0088,-0.3558,1.2666,57.89,19,0.8809,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.0208,-0.0017,-0.0856,1.2666,64.29,14,0.9648,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.377,0.0307,0.9392,0.4954,78.57,14,1.7592,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.3326,0.03,0.8002,0.5882,70.59,17,1.5623,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.1247,-0.0058,-0.3223,0.7899,62.5,8,0.789,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.1028,-0.0048,-0.2671,0.7899,66.67,9,0.8252,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.2006,-0.0089,-0.4487,0.7528,62.5,8,0.6662,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.1812,-0.0081,-0.4064,0.7528,66.67,9,0.6977,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.3372,0.014,0.3751,0.3331,75.0,8,1.8916,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.3632,0.0151,0.4049,0.3331,77.78,9,1.9622,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0737,0.007,0.3114,1.2048,64.29,14,1.1082,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0235,0.0022,0.0845,1.217,58.82,17,1.0253,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0101,0.0009,0.0253,1.3648,64.29,14,1.0088,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.0222,-0.0019,-0.1105,1.3648,61.11,18,0.9664,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.317,0.0283,1.0049,0.7839,70.59,17,1.5292,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.3627,0.0293,1.1904,0.6605,78.57,14,1.721,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.0912,-0.0044,-0.2612,0.7804,62.5,8,0.8468,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.0648,-0.0031,-0.1883,0.72,66.67,9,0.8896,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",-0.189,-0.0085,-0.4892,0.8502,62.5,8,0.692,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",-0.1666,-0.0075,-0.4328,0.8,66.67,9,0.7276,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.32,0.013,0.4639,0.4441,75.0,8,1.826,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.3466,0.0141,0.5037,0.4441,77.78,9,1.8965,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
quantile_spread,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
